,credit_card,reviews,user,comment,polarity,polarity_type
3919,State Bank of India Credit Card,gone wherein haven't cherished this card. love,Antra,gone wherein haven't cherish thi card. love,0.5,Positive
3920,State Bank of India Credit Card,"most perfect bank with such diverse offers,",Payal,"most perfect bank with such divers offers,",1,Positive
3921,State Bank of India Credit Card,like good variety rewards benefits that offers.,Meena,like good varieti reward benefit that offers.,0.7,Positive
3922,State Bank of India Credit Card,don't think could have gotten better scheme choice rewards elsewhere. best!,Nilesh,don't think could have gotten better scheme choic reward elsewhere. best!,0.75,Positive
3923,State Bank of India Credit Card,using this card from three weeks now. perfect card.,Paridhi,use thi card from three week now. perfect card.,1,Positive
3924,State Bank of India Credit Card,comparison other banks markup levied bank pretty low.,Shivam,comparison other bank markup levi bank pretti low.,0,Neutral
3925,State Bank of India Credit Card,overall reward rate with incredibly good. love this card.,Omar,overal reward rate with incred good. love thi card.,0.6,Positive
3926,State Bank of India Credit Card,BOGO movie offer every month with this card from SBI.,Manyawar,bogo movi offer everi month with thi card from sbi.,0,Neutral
3927,State Bank of India Credit Card,Pretty much like cost this card gets good rewards interest cost super low.,Manya,pretti much like cost thi card get good reward interest cost super low.,0.308333333,Positive
3928,State Bank of India Credit Card,sense Elite card because brings good elite offers every month.,Sheetal,sens elit card becaus bring good elit offer everi month.,0.7,Positive
3929,State Bank of India Credit Card,"movies, saved around 6000 with card.",Meena,"movies, save around 6000 with card.",0,Neutral
3930,State Bank of India Credit Card,Love fascinating rewards schemes just better with every passing month.,Farida,love fascin reward scheme just better with everi pass month.,0.5,Positive
3931,State Bank of India Credit Card,"vouchers from brands like Bata, Pantaloons, Shoppers Stop, Marks Spencer, along with Elite card.",Muhammad,"voucher from brand like bata, pantaloons, shopper stop, mark spencer, along with elit card.",0,Neutral
3932,State Bank of India Credit Card,"every that spend with card, reward points.",Manjree,"everi that spend with card, reward points.",0,Neutral
3933,State Bank of India Credit Card,bought PlayStation converted amount EMI.,Uma,bought playstat convert amount emi.,0,Neutral
3934,State Bank of India Credit Card,There tiny reward redemption rewards good.,Meeta,there tini reward redempt reward good.,0.7,Positive
3935,State Bank of India Credit Card,interest cost 3.35% levied this card. economical.,Meetali,interest cost 3.35% levi thi card. economical.,0,Neutral
3936,State Bank of India Credit Card,sent amazing lifestyle travel vouchers along with card.,Anuja,sent amaz lifestyl travel voucher along with card.,0,Neutral
3937,State Bank of India Credit Card,small charged from exceeding credit limit.,Saksham,small charg from exceed credit limit.,-0.25,Negative
3938,State Bank of India Credit Card,credit limit that getting with Elite card lacs.,Alizeh,credit limit that get with elit card lacs.,0,Neutral
3939,State Bank of India Credit Card,ordered study table online flat discount with this card.,Omar,order studi tabl onlin flat discount with thi card.,-0.025,Neutral
3940,State Bank of India Credit Card,like getting good deal offers shopping online offline.,Gautam,like get good deal offer shop onlin offline.,0.7,Positive
3941,State Bank of India Credit Card,"With delivery card, even vouchers worth 5000.",Disha,"with deliveri card, even voucher worth 5000.",0.3,Positive
3942,State Bank of India Credit Card,"purchases made departmental store, rewards.",Daksh,"purchas made department store, rewards.",0,Neutral
3943,State Bank of India Credit Card,Foreign transactions super cheap since good discounts markup also low.,Frieda,foreign transact super cheap sinc good discount markup also low.,0.261666667,Positive
3944,State Bank of India Credit Card,This card from brought good rewards spending.,Sanya,thi card from brought good reward spending.,0.7,Positive
3945,State Bank of India Credit Card,just shopped grocery with card good rewards.,Ganesh,just shop groceri with card good rewards.,0.7,Positive
3946,State Bank of India Credit Card,"payment renewal fee, vouchers worth 5000.",Meeta,"payment renew fee, voucher worth 5000.",0.3,Positive
3947,State Bank of India Credit Card,applied card online Pizza voucher worth 1000.,Khyati,appli card onlin pizza voucher worth 1000.,0.3,Positive
3948,State Bank of India Credit Card,don't think bank does like SBI. convenient easy.,Suhaan,don't think bank doe like sbi. conveni easy.,0,Neutral
3949,State Bank of India Credit Card,"milestone, reward benefits most perfect have ever seen.",Rega,"milestone, reward benefit most perfect have ever seen.",1,Positive
3950,State Bank of India Credit Card,"When spending crossed threshold lac, 50,000 reward points.",Suhani,"when spend cross threshold lac, 50,000 reward points.",0,Neutral
3951,State Bank of India Credit Card,With payment utility bills easy. even reward points payment.,Pankaj,with payment util bill easy. even reward point payment.,0,Neutral
3952,State Bank of India Credit Card,"Now, whenever need money, raise cheque delivered door.",Meena,"now, whenev need money, rais chequ deliv door.",0,Neutral
3953,State Bank of India Credit Card,glad that agents from place documentation process didn't have bank.,Anu,glad that agent from place document process didn't have bank.,0.5,Positive
3954,State Bank of India Credit Card,Never have more perfect experience. best!,Pari,never have more perfect experience. best!,0.25,Neutral
3955,State Bank of India Credit Card,This card easy acquire. applied online instant approval.,Kashif,thi card easi acquire. appli onlin instant approval.,0,Neutral
3956,State Bank of India Credit Card,pretty content with benefits rewards this card from SBI.,Pavitesh,pretti content with benefit reward thi card from sbi.,0,Neutral
3957,State Bank of India Credit Card,"With card, saving around 10,000 last financial year. best card ever.",Savita,"with card, save around 10,000 last financi year. best card ever.",0.5,Positive
3958,State Bank of India Credit Card,facility this Elite card just perfect!,Ishaan,facil thi elit card just perfect!,1,Positive
3959,State Bank of India Credit Card,"Enjoying good movie offers, fine dining offers exciting shopping offers with this card.",Kishan,"enjoy good movi offers, fine dine offer excit shop offer with thi card.",0.505555556,Positive
3960,State Bank of India Credit Card,applicable surcharge fuel cost exempt when payment done with this card,Sujata,applic surcharg fuel cost exempt when payment done with thi card,0,Neutral
3961,State Bank of India Credit Card,like rewards offers card supremely great.,Reema,like reward offer card suprem great.,0.8,Positive
3962,State Bank of India Credit Card,"renewal 4999 God, benefits round year good.",Reva,"renew 4999 god, benefit round year good.",0.25,Neutral
3963,State Bank of India Credit Card,This card voucher worth 1000 applying online.,Vani,thi card voucher worth 1000 appli online.,0.3,Positive
3964,State Bank of India Credit Card,using complimentary lounge access while traveling Australia. sure experience will fab!,Koena,use complimentari loung access while travel australia. sure experi will fab!,0.5,Positive
3965,State Bank of India Credit Card,Elite card other credit card bills good benefit,Manya,elit card other credit card bill good benefit,0.7,Positive
3966,State Bank of India Credit Card,major saving fuel cost since surcharge waived off.,Mahaveer,major save fuel cost sinc surcharg waiv off.,0.0625,Neutral
3967,State Bank of India Credit Card,super satiated with this card from SBI. brings good value rewards.,Soniya,super satiat with thi card from sbi. bring good valu rewards.,0.516666667,Positive
3968,State Bank of India Credit Card,shopped using rewards from catalogue. Great experience.,Arya,shop use reward from catalogue. great experience.,0.8,Positive
3969,State Bank of India Credit Card,pretty much like rewards keep covered them shopping later.,Shraddha,pretti much like reward keep cover them shop later.,0.1,Neutral
3970,State Bank of India Credit Card,superior most trusted bank with fine degree rewards.,Fardeen,superior most trust bank with fine degre rewards.,0.558333333,Positive
3971,State Bank of India Credit Card,"Using Easy Bill payment facility, could utility bills with ease.",Erica,"use easi bill payment facility, could util bill with ease.",0,Neutral
3972,State Bank of India Credit Card,"wanted travel world course, didn't have money, took loan with credit card easy.",Tarushi,"want travel world course, didn't have money, took loan with credit card easy.",0,Neutral
3973,State Bank of India Credit Card,just planned travel Greece with card. Will convert bill EMI.,Kabir,just plan travel greec with card. will convert bill emi.,0,Neutral
