,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
2919,State Bank of India Credit Card,425 refill done bpcl,fuel,13,59,3.615384615,5,0.66,benefit,0.9819929
2920,HDFC Bank Credit Card,using hdfc past 3 year it life time free got money back limit 25k enhance limit 28k cash limit 10k monthly time payment 6th every month use restaurant based good benefit getting cash back purpose,fuel,77,365,3.853333333,28,0,fuel,0.986551881
2921,Citibank Credit Card,on hotel booking done listed partner easily redeem,reward,18,99,4.555555556,6,0.17,card,0.986799598
2922,State Bank of India Credit Card,with bpcl got 425 value back equal 13x equivalent 325 1 surcharge waiver every transaction r 4000 bpcl petrol pump across country,fuel,40,206,4.175,10,0.43,card,0.989961267
2923,HSBC Bank Credit Card,now think twice big ticket item,shopping,13,69,4.384615385,5,0,benefit,0.987288237
2924,American Express Credit Card,paid annual fee bank lauded couple welcome,reward,16,78,3.9375,7,0,benefit,0.993242621
2925,Citibank Credit Card,the value added life best,reward,15,69,3.666666667,8,0.8,benefit,0.986461639
2926,State Bank of India Credit Card,on spending inr 125 got 1 point,reward,14,62,3.5,4,1,spending,0.991313219
2927,State Bank of India Credit Card,impressed got 325 1 transaction waiver refill,fuel,19,93,3.947368421,7,0,card,0.992071211
2928,State Bank of India Credit Card,the benefit great good,reward,10,52,4.3,5,1,benefit,0.971628785
2929,State Bank of India Credit Card,dining family prominent 5 star restaurant bill got 5x,reward,21,99,3.761904762,9,0.75,benefit,0.959280312
2930,Citibank Credit Card,2 spending done grocery store,reward,11,54,4,3,0.5,spending,0.987015843
2931,State Bank of India Credit Card,using elite two year now this fine rewardbased card brings dining,shopping,23,124,4.434782609,8,0,reward,0.993790627
2932,State Bank of India Credit Card,redeem accrued shop n smile catalogue,reward,14,72,4.214285714,5,0.42,benefit,0.949129045
2933,State Bank of India Credit Card,got 2000 bonus soon paid joining fee got,reward,18,80,3.5,6,0.3,card,0.984726548
2934,State Bank of India Credit Card,glad could redeem grooming kit portal,shopping,20,104,4.25,8,0,benefit,0.977177382
2935,State Bank of India Credit Card,love saving repeatedly,reward,14,72,4.214285714,6,0.5,benefit,0.965553582
2936,State Bank of India Credit Card,incredibly surprised incredible saving brings type,shopping,18,102,4.722222222,9,0.5,card,0.979845643
2937,State Bank of India Credit Card,the rate pretty high every hold 1 inr value,reward,16,81,4.125,4,0.5,card,0.993227839
2938,State Bank of India Credit Card,on getting refill pay surcharge amount,fuel,16,81,4.125,6,0.21,benefit,0.996158481
2939,Citibank Credit Card,with massive saving every time go refuel,fuel,14,67,3.857142857,3,0,card,0.989878416
2940,State Bank of India Credit Card,like could use accrued getting quick statement,reward,16,87,4.5,4,0,credit,0.981470764
2941,State Bank of India Credit Card,on purchase cashback 25 while normal purchase cashback 025,cashback,26,127,3.923076923,11,0.33,card,0.94107759
2942,State Bank of India Credit Card,all hold great value used cashback,reward,12,63,4.333333333,4,0.15,reward,0.935222268
2943,ICICI Bank Credit Card,on domestic spending done 2 every 100 inr spent,reward,19,99,4.263157895,4,0.8,credit,0.989173293
2944,HSBC Bank Credit Card,this easily used international country markup fee low,shopping,18,96,4.388888889,8,-0.05,card,0.987414598
2945,State Bank of India Credit Card,redeemed getting statement it amazing,reward,16,88,4.5625,6,0.14,credit,0.974727631
2946,HSBC Bank Credit Card,super delighted share past 2 year association hsbc rewarding,reward,19,104,4.526315789,10,0.6,reward,0.982545078
2947,HSBC Bank Credit Card,satiated good variety benefit offer deal cashbacks coming way,cashback,18,104,4.833333333,8,0.32,card,0.988697052
2948,State Bank of India Credit Card,my surcharge amount waived payment done,fuel,13,71,4.538461538,5,0.7,offer,0.99379313
2949,State Bank of India Credit Card,in every statement cycle save somewhere around 100 expense,fuel,13,72,4.615384615,2,0,fuel,0.976940989
2950,HDFC Bank Credit Card,totally loving lifestyle benefit getting,lifestyle,12,71,5,5,0,benefit,0.987254262
2951,ICICI Bank Credit Card,using amazon pay icici past 9 month got offer amazon end getting many 5 discount purchase amazon website there charging fee good benefit 365 day the limit 25k life time free within week received use purpose recharge waiver well,fuel,83,400,3.831325301,28,0.6,benefit,0.976117253
2952,Citibank Credit Card,on spending inr 150 got 4,reward,13,55,3.307692308,4,0.34,spending,0.993756294
2953,Standard Chartered Bank Credit Card,on payment inr 150 earn 5 best,reward,15,67,3.533333333,4,0,benefit,0.979296625
2954,State Bank of India Credit Card,made cash withdrawal gave 100 inr cashback,cashback,18,83,3.666666667,7,1,reward,0.979484022
2955,American Express Credit Card,couldnt believe got welcome worth 11000,reward,11,68,5.272727273,2,0,credit,0.985983133
2956,State Bank of India Credit Card,in last annual year overall spending 100000 spending literally save lot form cashbacks discount movie offer etc,fuel,30,165,4.533333333,11,0.55,benefit,0.970291615
2957,HDFC Bank Credit Card,the redemption simple easy,reward,13,65,4.076923077,7,0,card,0.976139903
2958,ICICI Bank Credit Card,for redemption paid inr 99 icici,reward,12,57,3.833333333,4,0.22,spending,0.961189091
2959,Citibank Credit Card,super satiated vivid array benefit applicable,reward,14,84,5.071428571,6,0,card,0.982096851
2960,HSBC Bank Credit Card,online naturally rewarding always offer,reward,17,95,4.647058824,8,0.23,reward,0.991040111
2961,State Bank of India Credit Card,the benefit gift vast catalogue perfect,shopping,19,101,4.368421053,9,0.5,benefit,0.994863331
2962,State Bank of India Credit Card,using three month offer used online surcharge groceriesthe limit sufficient like life time free good use,shopping,61,310,4.098360656,29,0.5,credit,0.994285047
2963,State Bank of India Credit Card,using since nationalized bank much offer benefit the limit sufficient 80000 free there cash back offer well even redeem,reward,50,257,4.244897959,18,0.55,credit,0.960990608
2964,State Bank of India Credit Card,after spending 4 lac elite got massive milestone,reward,20,104,4.25,8,0.2,spending,0.98514396
2965,ICICI Bank Credit Card,in addition multitude cashbacks getting host payback icici retail purchase,reward,26,147,4.692307692,11,0,credit,0.990145385
2966,ICICI Bank Credit Card,when crossed 3 lac limit spending got additional 3000,reward,15,80,4.4,2,0,spending,0.979857743
2967,State Bank of India Credit Card,this impressive fine benefit variety offer cashbacks,cashback,15,89,5,6,0,card,0.992960393
2968,ICICI Bank Credit Card,when contacted icici customer care service getting connected easily tamil speaking executive available when purchase r 5000 blocked security reason unblock same need speak call centre people they gave limit r 1 lakh okay me they charge annual fee,fuel,71,379,4.352112676,30,0.71,fuel,0.994242728
2969,HDFC Bank Credit Card,redeemed jet airway jpmiles,reward,9,60,5.777777778,3,0.33,benefit,0.989906609
2970,State Bank of India Credit Card,sent worth 500 inr payment joining fee,reward,14,70,4.071428571,4,0,reward,0.985709071
2971,HSBC Bank Credit Card,this perfectly balanced based it great,reward,11,60,4.545454545,3,0.3,card,0.99736017
2972,State Bank of India Credit Card,it fine superb scheme love,reward,17,73,3.352941176,7,0.9,card,0.979913354
2973,State Bank of India Credit Card,this simply save excellent way spend earn,reward,18,92,4.166666667,7,0.64,offer,0.993208647
2974,State Bank of India Credit Card,super like amazingly fascinating it amazing,reward,13,83,5.461538462,3,0.5,card,0.995167136
2975,HDFC Bank Credit Card,holding hdfc one yearthis emi conversion 1000 rupee limit 50000the useful line shoppingfuel surcharge bill payment line banking also know exactly much,reward,52,278,4.450980392,20,0.54,credit,0.991658092
2976,State Bank of India Credit Card,on every 100 inr spent departmental store 5x,reward,12,64,4.416666667,1,0.25,benefit,0.986539423
2977,American Express Credit Card,benefit even cashback deal simply best,cashback,14,80,4.785714286,6,-0.1,card,0.982668638
2978,State Bank of India Credit Card,happy got many last year elite,reward,17,77,3.588235294,5,1,benefit,0.973706603
2979,State Bank of India Credit Card,on utility bill 20 every inr 100 spent,reward,14,69,4,2,0.43,spending,0.968556643
2980,State Bank of India Credit Card,last year grocery total saving 4000 inr,shopping,16,78,3.9375,6,-0.1,benefit,0.980806291
2981,State Bank of India Credit Card,redeemed accumulated catalogue,reward,14,85,5.142857143,6,0,reward,0.960194588
2982,HDFC Bank Credit Card,there competition based it best,reward,13,67,4.230769231,6,0,card,0.994018853
2983,Citibank Credit Card,using citi card good pointsthe limit le 52000 satisfied when applied got information limit got much limit the detail clearly shared agent also discount,shopping,60,316,4.431034483,24,1,credit,0.992667735
2984,State Bank of India Credit Card,this fine redemption system love it,reward,10,55,4.6,2,0.38,card,0.992932081
2985,State Bank of India Credit Card,since always pretty high expense feel perfect me,fuel,18,87,3.888888889,6,0.46,card,0.992735028
2986,State Bank of India Credit Card,using last 2 year the dining movie grocery departmental store pretty rewarding,reward,22,130,4.954545455,7,0.47,card,0.987022877
2987,American Express Credit Card,the american express come low annual fee r 495 offer amazing list cashbacks make worth,cashback,29,159,4.517241379,11,0.25,credit,0.98703146
2988,American Express Credit Card,the earn rate magnificent super like it,reward,12,64,4.416666667,3,0.23,card,0.99332422
2989,State Bank of India Credit Card,say people love traveling movie amazing,shopping,18,96,4.388888889,9,0.67,card,0.986666083
2990,State Bank of India Credit Card,think could gotten better scheme choice elsewhere best,reward,19,98,4.210526316,7,0.55,reward,0.9119398
2991,HSBC Bank Credit Card,using hsbc bank past 2months there good well cash back offer convert payment emi rate interest processing fee high this delivered time limit good,reward,52,268,4.173076923,20,0.75,credit,0.922881603
2992,HSBC Bank Credit Card,glad spending inr 150 got 2,reward,16,73,3.625,5,0.26,benefit,0.990291297
2993,Citibank Credit Card,on fashion luxury store exclusive discount duty free,shopping,16,89,4.625,5,0.5,benefit,0.991661787
2994,State Bank of India Credit Card,shopped car charger catalogue using,reward,14,74,4.357142857,5,0.4,reward,0.968676984
2995,State Bank of India Credit Card,using taken online for protection deducted rs2000 informed applying prime getting discount benefit therethe limit 40k satisfied service,fuel,52,288,4.647058824,21,0,credit,0.99381572
2996,State Bank of India Credit Card,grocery become impressively rewarding,shopping,9,66,6.444444444,3,0.5,card,0.99332273
2997,State Bank of India Credit Card,the hold great value,reward,10,52,4.3,3,0.5,card,0.993054509
2998,HDFC Bank Credit Card,hdfc convenience use using 45 month grocery surcharge electricity bill payment also pay bill atm always bill time suggested bank agent,fuel,52,279,4.384615385,19,0.8,credit,0.987416565
2999,State Bank of India Credit Card,not saving also brings 5x spending done grocery departmental store movie etc,fuel,20,123,5.2,5,0,credit,0.964363396
3000,State Bank of India Credit Card,on spending 8 lac got milestone bonus,reward,15,75,4.066666667,4,0,spending,0.993087769
3001,Citibank Credit Card,citi bank taken online the limit le benefitsthis indian oil without delay got the offer benefit le using almost 2 month,fuel,55,285,4.277777778,21,0,fuel,0.970620394
3002,State Bank of India Credit Card,the benefit gift vast catalogue perfect,reward,19,101,4.368421053,9,0,benefit,0.994863331
3003,State Bank of India Credit Card,like variety offer,reward,12,56,3.75,5,0.5,benefit,0.951813161
3004,State Bank of India Credit Card,at bpcl outlet save good value,fuel,13,60,3.692307692,4,0,fuel,0.982473254
3005,State Bank of India Credit Card,the benefit amazing redeemed exciting gift catalogue,reward,21,114,4.476190476,8,0.7,benefit,0.941454172
3006,ICICI Bank Credit Card,on laptop online used got amount converted emi,shopping,19,96,4.105263158,7,0.45,credit,0.990025282
3007,ICICI Bank Credit Card,it easy redeem shop using,reward,15,69,3.666666667,8,0,benefit,0.962871552
3008,HDFC Bank Credit Card,the flight expense hotel cost decreased good value reducing,reward,20,108,4.45,9,0.43,benefit,0.965573609
3009,State Bank of India Credit Card,super happy got 2000 welcome joining fee payment,reward,13,71,4.538461538,3,0.15,card,0.959938169
